,Total Energy,Binding Energy,Ligand SASA
"('FeLip9', 'PET', 2, 14, 13, 79)",-7171.63,-27.3889,0.737447
"('FeLip9', 'PET', 2, 14, 14, 83)",-7175.14,-32.8379,0.696048
"('FeLip9', 'PET', 2, 15, 0, 0)",-7144.34,-21.1157,0.704164
"('FeLip9', 'PET', 2, 15, 1, 1)",-7148.43,-5.5215,1.02854
"('FeLip9', 'PET', 2, 15, 2, 2)",-7160.32,-10.3468,0.981291
"('FeLip9', 'PET', 2, 15, 3, 5)",-7149.9,-5.35516,0.972439
"('FeLip9', 'PET', 2, 15, 4, 6)",-7161.85,-10.6225,0.937927
"('FeLip9', 'PET', 2, 15, 5, 8)",-7162.0,-8.71171,0.850671
"('FeLip9', 'PET', 2, 15, 6, 9)",-7168.23,-12.4347,0.799201
"('FeLip9', 'PET', 2, 15, 7, 11)",-7169.61,-12.4685,0.773937
"('FeLip9', 'PET', 2, 15, 8, 13)",-7170.21,-19.2624,0.798937
"('FeLip9', 'PET', 2, 15, 9, 19)",-7172.88,-19.6936,0.775072
"('FeLip9', 'PET', 2, 15, 10, 20)",-7168.52,-17.5943,0.804615
"('FeLip9', 'PET', 2, 15, 11, 21)",-7165.7,-10.4282,0.856916
"('FeLip9', 'PET', 2, 15, 12, 22)",-7164.47,-9.22687,0.850083
"('FeLip9', 'PET', 2, 15, 13, 24)",-7166.84,-11.9157,0.818481
"('FeLip9', 'PET', 2, 15, 14, 25)",-7165.59,-10.2912,0.830081
"('FeLip9', 'PET', 2, 15, 15, 29)",-7164.61,-8.35056,0.858203
"('FeLip9', 'PET', 2, 15, 16, 30)",-7163.97,-7.35251,0.850357
"('FeLip9', 'PET', 2, 15, 17, 31)",-7166.3,-7.57589,0.858783
"('FeLip9', 'PET', 2, 15, 18, 34)",-7166.93,-8.56009,0.863971
"('FeLip9', 'PET', 2, 15, 19, 38)",-7168.65,-10.5971,0.846939
"('FeLip9', 'PET', 2, 15, 20, 40)",-7163.87,-4.8944,0.834507
"('FeLip9', 'PET', 2, 15, 21, 42)",-7166.44,-6.90358,0.789584
"('FeLip9', 'PET', 2, 15, 22, 43)",-7168.67,-9.5752,0.723265
"('FeLip9', 'PET', 2, 15, 23, 46)",-7170.6,-12.379,0.746349
"('FeLip9', 'PET', 2, 15, 24, 47)",-7168.85,-8.80166,0.724751
"('FeLip9', 'PET', 2, 15, 25, 48)",-7170.06,-11.1071,0.704905
"('FeLip9', 'PET', 2, 15, 26, 50)",-7165.33,-9.59209,0.781595
"('FeLip9', 'PET', 2, 15, 27, 54)",-7169.27,-12.7848,0.748532
"('FeLip9', 'PET', 2, 15, 28, 55)",-7169.62,-13.6844,0.763074
"('FeLip9', 'PET', 2, 15, 29, 56)",-7170.94,-13.6999,0.773977
"('FeLip9', 'PET', 2, 15, 30, 58)",-7169.24,-11.5048,0.799976
"('FeLip9', 'PET', 2, 15, 31, 59)",-7174.65,-15.4192,0.760911
"('FeLip9', 'PET', 2, 15, 32, 60)",-7171.09,-12.66,0.778158
"('FeLip9', 'PET', 2, 15, 33, 61)",-7166.82,-7.10084,0.85533
"('FeLip9', 'PET', 2, 15, 34, 62)",-7166.33,-8.29707,0.812321
"('FeLip9', 'PET', 2, 15, 35, 63)",-7169.61,-9.72671,0.829151
"('FeLip9', 'PET', 2, 15, 36, 64)",-7170.67,-10.9539,0.772417
"('FeLip9', 'PET', 2, 15, 37, 66)",-7171.87,-12.4254,0.727899
"('FeLip9', 'PET', 2, 15, 38, 67)",-7173.93,-15.0527,0.709036
"('FeLip9', 'PET', 2, 15, 39, 73)",-7172.92,-13.718,0.726976
"('FeLip9', 'PET', 2, 15, 40, 78)",-7172.92,-12.7466,0.739622
"('FeLip9', 'PET', 2, 15, 41, 83)",-7172.29,-16.4995,0.695309
"('FeLip9', 'PET', 2, 15, 42, 85)",-7169.67,-12.3117,0.718749
"('FeLip9', 'PET', 2, 15, 43, 87)",-7169.26,-11.1415,0.740318
"('FeLip9', 'PET', 2, 15, 44, 89)",-7170.84,-12.1072,0.74922
"('FeLip9', 'PET', 2, 15, 45, 93)",-7171.13,-12.5248,0.770006
"('FeLip9', 'PET', 2, 16, 0, 0)",-7141.93,-42.1879,0.573662
"('FeLip9', 'PET', 2, 16, 1, 1)",-7152.68,-26.2724,0.65465
"('FeLip9', 'PET', 2, 16, 2, 2)",-7160.41,-29.8702,0.640943
"('FeLip9', 'PET', 2, 16, 3, 3)",-7163.4,-30.2344,0.624895
"('FeLip9', 'PET', 2, 16, 4, 6)",-7169.58,-36.3261,0.631314
"('FeLip9', 'PET', 2, 16, 5, 31)",-7168.55,-38.867,0.594334
"('FeLip9', 'PET', 2, 16, 6, 63)",-7166.39,-36.3527,0.602715
"('FeLip9', 'PET', 2, 16, 7, 67)",-7168.49,-38.4173,0.560644
"('FeLip9', 'PET', 2, 17, 0, 0)",-7144.79,-29.1751,0.608478
"('FeLip9', 'PET', 2, 17, 1, 1)",-7171.42,-24.9685,0.626965
"('FeLip9', 'PET', 2, 17, 2, 3)",-7177.31,-32.9587,0.602225
"('FeLip9', 'PET', 2, 17, 3, 9)",-7174.71,-30.8756,0.593834
"('FeLip9', 'PET', 2, 17, 4, 45)",-7173.79,-34.3829,0.628471
"('FeLip9', 'PET', 2, 17, 5, 58)",-7174.37,-35.3196,0.621797
"('FeLip9', 'PET', 2, 17, 6, 77)",-7169.65,-29.1721,0.663482
"('FeLip9', 'PET', 2, 17, 7, 80)",-7172.34,-29.7756,0.662766
"('FeLip9', 'PET', 2, 17, 8, 88)",-7175.32,-35.2539,0.619152
"('FeLip9', 'PET', 2, 18, 0, 0)",-7148.87,-26.3995,0.666911
"('FeLip9', 'PET', 2, 18, 1, 3)",-7164.69,-19.7699,0.756114
"('FeLip9', 'PET', 2, 18, 2, 4)",-7166.95,-21.108,0.747374
"('FeLip9', 'PET', 2, 18, 3, 7)",-7169.52,-26.6474,0.66521
"('FeLip9', 'PET', 2, 18, 4, 8)",-7169.29,-26.5016,0.681782
"('FeLip9', 'PET', 2, 18, 5, 13)",-7168.75,-24.7212,0.646013
"('FeLip9', 'PET', 2, 18, 6, 14)",-7169.61,-24.4764,0.65937
"('FeLip9', 'PET', 2, 18, 7, 17)",-7168.91,-25.2093,0.639126
"('FeLip9', 'PET', 2, 18, 8, 18)",-7169.31,-27.7491,0.611327
"('FeLip9', 'PET', 2, 18, 9, 27)",-7166.8,-27.1759,0.61666
"('FeLip9', 'PET', 2, 18, 10, 29)",-7167.05,-25.1061,0.642259
"('FeLip9', 'PET', 2, 18, 11, 38)",-7171.89,-30.9215,0.619196
"('FeLip9', 'PET', 2, 18, 12, 57)",-7173.75,-32.1719,0.622818
"('FeLip9', 'PET', 2, 18, 13, 71)",-7173.47,-28.9595,0.651252
"('FeLip9', 'PET', 2, 18, 14, 72)",-7173.6,-30.5484,0.650942
"('FeLip9', 'PET', 2, 18, 15, 74)",-7161.07,-18.956,0.688463
"('FeLip9', 'PET', 2, 18, 16, 77)",-7160.68,-17.7859,0.717546
"('FeLip9', 'PET', 2, 18, 17, 78)",-7158.33,-16.2988,0.744198
"('FeLip9', 'PET', 2, 18, 18, 79)",-7158.83,-18.1103,0.714446
"('FeLip9', 'PET', 2, 18, 19, 80)",-7162.13,-19.2535,0.723429
"('FeLip9', 'PET', 2, 18, 20, 83)",-7162.78,-17.023,0.730755
"('FeLip9', 'PET', 2, 18, 21, 85)",-7165.08,-18.1546,0.735064
"('FeLip9', 'PET', 2, 18, 22, 86)",-7167.43,-20.3354,0.71894
"('FeLip9', 'PET', 2, 19, 0, 0)",-7158.24,-47.0561,0.491734
"('FeLip9', 'PET', 2, 19, 1, 2)",-7163.38,-26.768,0.720528
"('FeLip9', 'PET', 2, 19, 2, 3)",-7171.95,-34.3934,0.692011
"('FeLip9', 'PET', 2, 19, 3, 46)",-7167.88,-27.2779,0.710291
"('FeLip9', 'PET', 2, 19, 4, 58)",-7168.35,-27.1303,0.700679
"('FeLip9', 'PET', 2, 19, 5, 59)",-7172.58,-32.2253,0.646847
"('FeLip9', 'PET', 2, 19, 6, 71)",-7180.24,-44.7769,0.581068
"('FeLip9', 'PET', 2, 20, 0, 0)",-7136.5,-33.9642,0.610047
"('FeLip9', 'PET', 2, 20, 1, 1)",-7148.22,-11.096,0.724451
"('FeLip9', 'PET', 2, 20, 2, 2)",-7145.83,-8.22456,0.740857
"('FeLip9', 'PET', 2, 20, 3, 4)",-7148.19,-11.0675,0.716205
"('FeLip9', 'PET', 2, 20, 4, 6)",-7143.14,-15.1097,0.789807
"('FeLip9', 'PET', 2, 20, 5, 7)",-7147.06,-17.9686,0.793199
"('FeLip9', 'PET', 2, 20, 6, 8)",-7145.77,-15.9144,0.818249
"('FeLip9', 'PET', 2, 20, 7, 15)",-7145.23,-16.6653,0.841499
"('FeLip9', 'PET', 2, 20, 8, 16)",-7148.07,-17.4234,0.808655
"('FeLip9', 'PET', 2, 20, 9, 17)",-7143.09,-4.06332,0.795213
"('FeLip9', 'PET', 2, 20, 10, 18)",-7147.05,-7.36419,0.748861
"('FeLip9', 'PET', 2, 20, 11, 19)",-7147.44,-8.04058,0.738149
"('FeLip9', 'PET', 2, 20, 12, 21)",-7147.04,-6.72969,0.733913
"('FeLip9', 'PET', 2, 20, 13, 22)",-7149.01,-9.08743,0.706738
"('FeLip9', 'PET', 2, 20, 14, 23)",-7147.43,-8.44866,0.723607
"('FeLip9', 'PET', 2, 20, 15, 25)",-7150.99,-15.984,0.66157
"('FeLip9', 'PET', 2, 20, 16, 29)",-7151.23,-15.8802,0.657173
"('FeLip9', 'PET', 2, 20, 17, 31)",-7150.13,-15.1967,0.669258
"('FeLip9', 'PET', 2, 20, 18, 36)",-7150.81,-16.5127,0.673042
"('FeLip9', 'PET', 2, 20, 19, 38)",-7148.98,-19.7713,0.643561
"('FeLip9', 'PET', 2, 20, 20, 40)",-7152.37,-22.1601,0.650466
"('FeLip9', 'PET', 2, 20, 21, 47)",-7147.83,-17.4374,0.627831
"('FeLip9', 'PET', 2, 20, 22, 55)",-7146.67,-13.6948,0.674022
"('FeLip9', 'PET', 2, 20, 23, 56)",-7149.41,-12.9126,0.660882
"('FeLip9', 'PET', 2, 20, 24, 59)",-7148.8,-12.9528,0.661236
"('FeLip9', 'PET', 2, 20, 25, 61)",-7150.48,-14.8012,0.618802
"('FeLip9', 'PET', 2, 20, 26, 63)",-7149.72,-13.1771,0.662988
"('FeLip9', 'PET', 2, 20, 27, 66)",-7153.4,-13.3305,0.588642
"('FeLip9', 'PET', 2, 20, 28, 68)",-7152.11,-12.5413,0.59064
"('FeLip9', 'PET', 2, 20, 29, 69)",-7152.76,-13.2657,0.58577
"('FeLip9', 'PET', 2, 20, 30, 71)",-7151.78,-12.4593,0.589592
"('FeLip9', 'PET', 2, 20, 31, 75)",-7153.64,-15.1292,0.567127
"('FeLip9', 'PET', 2, 20, 32, 83)",-7154.59,-16.3485,0.550855
"('FeLip9', 'PET', 2, 20, 33, 93)",-7151.01,-12.024,0.592086
"('FeLip9', 'PET', 2, 20, 34, 94)",-7151.28,-14.8078,0.606354
"('FeLip9', 'PET', 2, 20, 35, 97)",-7155.1,-17.4721,0.600268
"('FeLip9', 'PET', 2, 20, 36, 99)",-7157.79,-19.8127,0.60515
"('FeLip9', 'PET', 2, 21, 0, 0)",-7147.69,-34.7503,0.607956
"('FeLip9', 'PET', 2, 21, 1, 4)",-7170.82,-30.8508,0.644226
"('FeLip9', 'PET', 2, 21, 2, 46)",-7162.34,-27.1428,0.731011
"('FeLip9', 'PET', 2, 21, 3, 50)",-7162.9,-24.3423,0.687111
"('FeLip9', 'PET', 2, 21, 4, 60)",-7167.23,-29.9382,0.676686
"('FeLip9', 'PET', 2, 21, 5, 64)",-7170.09,-25.8534,0.708267
"('FeLip9', 'PET', 2, 21, 6, 71)",-7170.49,-27.3649,0.670968
"('FeLip9', 'PET', 2, 21, 7, 72)",-7164.89,-29.8028,0.775195
"('FeLip9', 'PET', 2, 21, 8, 87)",-7156.68,-18.9664,0.819189
"('FeLip9', 'PET', 2, 21, 9, 90)",-7156.36,-17.7855,0.837743
"('FeLip9', 'PET', 2, 21, 10, 91)",-7154.37,-17.5621,0.801361
"('FeLip9', 'PET', 2, 21, 11, 93)",-7159.03,-21.0944,0.772398
"('FeLip9', 'PET', 2, 22, 0, 0)",-7142.99,-28.8724,0.683884
"('FeLip9', 'PET', 2, 22, 1, 1)",-7147.56,-11.434,0.768138
"('FeLip9', 'PET', 2, 22, 2, 2)",-7156.95,-18.967,0.748391
"('FeLip9', 'PET', 2, 22, 3, 5)",-7169.73,-31.9297,0.645531
"('FeLip9', 'PET', 2, 22, 4, 9)",-7170.64,-27.4711,0.664664
"('FeLip9', 'PET', 2, 22, 5, 12)",-7170.39,-24.675,0.572299
"('FeLip9', 'PET', 2, 22, 6, 16)",-7179.79,-30.668,0.517714
"('FeLip9', 'PET', 2, 22, 7, 34)",-7177.28,-29.6746,0.511153
"('FeLip9', 'PET', 2, 22, 8, 37)",-7169.78,-20.5385,0.533052
"('FeLip9', 'PET', 2, 22, 9, 38)",-7175.61,-27.5552,0.522191
"('FeLip9', 'PET', 2, 22, 10, 40)",-7174.06,-23.9562,0.546946
"('FeLip9', 'PET', 2, 22, 11, 44)",-7170.84,-35.3198,0.551429
"('FeLip9', 'PET', 2, 22, 12, 45)",-7170.26,-27.4199,0.603664
"('FeLip9', 'PET', 2, 22, 13, 47)",-7178.36,-37.0735,0.548474
"('FeLip9', 'PET', 2, 22, 14, 54)",-7182.7,-40.6852,0.548557
"('FeLip9', 'PET', 2, 22, 15, 81)",-7177.75,-37.3973,0.565036
"('FeLip9', 'PET', 2, 23, 0, 0)",-7149.67,-29.9287,0.627375
"('FeLip9', 'PET', 2, 23, 1, 3)",-7155.57,-12.0545,0.930154
"('FeLip9', 'PET', 2, 23, 2, 4)",-7161.5,-17.3841,0.873381
"('FeLip9', 'PET', 2, 23, 3, 5)",-7164.3,-17.0916,0.837903
"('FeLip9', 'PET', 2, 23, 4, 9)",-7166.86,-19.3818,0.838773
"('FeLip9', 'PET', 2, 23, 5, 10)",-7165.14,-17.9179,0.819378
"('FeLip9', 'PET', 2, 23, 6, 12)",-7161.9,-19.7151,0.900659
"('FeLip9', 'PET', 2, 23, 7, 13)",-7167.31,-19.8165,0.757097
"('FeLip9', 'PET', 2, 23, 8, 20)",-7164.22,-28.3635,0.752565
"('FeLip9', 'PET', 2, 23, 9, 26)",-7157.34,-20.685,0.902301
"('FeLip9', 'PET', 2, 23, 10, 39)",-7158.37,-24.3043,0.889397
"('FeLip9', 'PET', 2, 23, 11, 44)",-7160.18,-26.0965,0.866168
"('FeLip9', 'PET', 2, 23, 12, 64)",-7151.74,-18.1387,0.919572
"('FeLip9', 'PET', 2, 23, 13, 71)",-7146.89,-20.7435,0.901558
"('FeLip9', 'PET', 2, 23, 14, 72)",-7146.66,-17.014,0.91862
"('FeLip9', 'PET', 2, 23, 15, 75)",-7155.45,-25.775,0.786095
"('FeLip9', 'PET', 2, 23, 16, 82)",-7164.6,-23.1405,0.732524
"('FeLip9', 'PET', 2, 23, 17, 94)",-7161.92,-23.799,0.723895
"('FeLip9', 'PET', 2, 23, 18, 95)",-7164.03,-27.0786,0.694938
"('FeLip9', 'PET', 2, 24, 0, 0)",-7153.48,-41.0737,0.517471
"('FeLip9', 'PET', 2, 24, 1, 1)",-7163.93,-31.4437,0.708653
"('FeLip9', 'PET', 2, 24, 2, 10)",-7162.46,-24.9996,0.749857
"('FeLip9', 'PET', 2, 24, 3, 11)",-7157.82,-18.2609,0.805888
"('FeLip9', 'PET', 2, 24, 4, 12)",-7161.2,-19.9913,0.763105
"('FeLip9', 'PET', 2, 24, 5, 13)",-7163.61,-18.8504,0.761569
"('FeLip9', 'PET', 2, 24, 6, 14)",-7165.67,-24.33,0.806825
"('FeLip9', 'PET', 2, 24, 7, 17)",-7166.46,-28.9967,0.705765
"('FeLip9', 'PET', 2, 24, 8, 22)",-7166.69,-25.767,0.829429
"('FeLip9', 'PET', 2, 24, 9, 27)",-7168.08,-28.1207,0.722814
"('FeLip9', 'PET', 2, 25, 0, 0)",-7151.4,-30.9527,0.636407
"('FeLip9', 'PET', 2, 25, 1, 1)",-7153.36,-18.905,0.821579
"('FeLip9', 'PET', 2, 25, 2, 3)",-7165.03,-26.9677,0.77682
"('FeLip9', 'PET', 2, 25, 3, 9)",-7166.48,-28.7429,0.743952
"('FeLip9', 'PET', 2, 25, 4, 17)",-7165.72,-28.7643,0.69316
"('FeLip9', 'PET', 2, 25, 5, 21)",-7168.17,-31.4925,0.662312
"('FeLip9', 'PET', 2, 25, 6, 27)",-7167.54,-27.8889,0.654769
"('FeLip9', 'PET', 2, 25, 7, 32)",-7172.38,-31.8213,0.65558
"('FeLip9', 'PET', 2, 25, 8, 55)",-7171.76,-32.2262,0.655273
"('FeLip9', 'PET', 2, 25, 9, 69)",-7167.62,-28.1755,0.653318
"('FeLip9', 'PET', 2, 25, 10, 78)",-7165.09,-28.992,0.680223
"('FeLip9', 'PET', 2, 25, 11, 79)",-7162.54,-25.5701,0.691766
"('FeLip9', 'PET', 2, 25, 12, 87)",-7162.76,-28.6151,0.669079
"('FeLip9', 'PET', 2, 25, 13, 88)",-7161.16,-25.7167,0.686436
"('FeLip9', 'PET', 2, 25, 14, 90)",-7166.74,-25.6831,0.675147
"('FeLip9', 'PET', 2, 25, 15, 99)",-7166.64,-28.0624,0.698879
"('FeLip9', 'PET', 2, 25, 16, 100)",-7166.16,-25.9441,0.724261
"('FeLip9', 'PET', 2, 26, 0, 0)",-7137.31,-25.3543,0.688732
"('FeLip9', 'PET', 2, 26, 1, 1)",-7136.99,-6.46495,0.897996
"('FeLip9', 'PET', 2, 26, 2, 2)",-7141.47,-3.4832,0.945405
"('FeLip9', 'PET', 2, 26, 3, 4)",-7150.43,-10.3425,0.922437
"('FeLip9', 'PET', 2, 26, 4, 6)",-7149.13,-11.9013,0.800415
"('FeLip9', 'PET', 2, 26, 5, 7)",-7156.1,-14.2754,0.852205
"('FeLip9', 'PET', 2, 26, 6, 8)",-7157.81,-17.3249,0.857496
"('FeLip9', 'PET', 2, 26, 7, 11)",-7160.2,-18.0729,0.808594
"('FeLip9', 'PET', 2, 26, 8, 19)",-7161.36,-18.1457,0.803541
"('FeLip9', 'PET', 2, 26, 9, 24)",-7159.49,-13.8945,0.735417
"('FeLip9', 'PET', 2, 26, 10, 27)",-7154.43,-12.5891,0.784111
"('FeLip9', 'PET', 2, 26, 11, 28)",-7162.81,-27.5731,0.903686
"('FeLip9', 'PET', 2, 26, 12, 38)",-7157.86,-22.4392,0.911574
"('FeLip9', 'PET', 2, 26, 13, 44)",-7156.83,-22.4318,0.924567
"('FeLip9', 'PET', 2, 26, 14, 69)",-7156.96,-22.0957,0.867504
"('FeLip9', 'PET', 2, 26, 15, 70)",-7156.06,-18.6713,0.860479
"('FeLip9', 'PET', 2, 26, 16, 71)",-7158.69,-21.9909,0.862435
"('FeLip9', 'PET', 2, 26, 17, 72)",-7160.58,-24.9904,0.795878
"('FeLip9', 'PET', 2, 26, 18, 73)",-7157.8,-22.8685,0.798547
"('FeLip9', 'PET', 2, 26, 19, 74)",-7164.57,-30.4127,0.761392
"('FeLip9', 'PET', 2, 26, 20, 86)",-7166.09,-30.7142,0.749313
"('FeLip9', 'PET', 2, 26, 21, 92)",-7159.67,-25.2281,0.736338
"('FeLip9', 'PET', 2, 27, 0, 0)",-7132.45,-6.69515,0.826429
"('FeLip9', 'PET', 2, 27, 1, 1)",-7159.94,-6.18724,0.829726
"('FeLip9', 'PET', 2, 27, 2, 3)",-7162.55,-9.26642,0.79826
"('FeLip9', 'PET', 2, 27, 3, 4)",-7172.84,-20.3972,0.759931
"('FeLip9', 'PET', 2, 27, 4, 8)",-7173.03,-22.8815,0.745261
"('FeLip9', 'PET', 2, 27, 5, 10)",-7175.28,-27.3167,0.722786
"('FeLip9', 'PET', 2, 27, 6, 12)",-7178.23,-28.2756,0.737134
"('FeLip9', 'PET', 2, 27, 7, 13)",-7177.32,-31.1636,0.715022
"('FeLip9', 'PET', 2, 27, 8, 19)",-7178.05,-32.5787,0.719171
"('FeLip9', 'PET', 2, 27, 9, 20)",-7173.15,-29.4729,0.749247
"('FeLip9', 'PET', 2, 27, 10, 21)",-7174.35,-28.953,0.747675
"('FeLip9', 'PET', 2, 27, 11, 41)",-7173.45,-28.6292,0.71123
"('FeLip9', 'PET', 2, 27, 12, 58)",-7173.71,-28.0202,0.717901
"('FeLip9', 'PET', 2, 27, 13, 65)",-7164.43,-14.8785,0.773301
"('FeLip9', 'PET', 2, 27, 14, 66)",-7164.66,-15.8241,0.780726
"('FeLip9', 'PET', 2, 27, 15, 67)",-7159.04,-15.938,0.804715
"('FeLip9', 'PET', 2, 27, 16, 68)",-7167.82,-22.4085,0.763608
"('FeLip9', 'PET', 2, 27, 17, 69)",-7169.97,-24.7648,0.738107
"('FeLip9', 'PET', 2, 27, 18, 76)",-7168.62,-23.8594,0.739166
"('FeLip9', 'PET', 2, 27, 19, 82)",-7172.18,-27.887,0.73393
"('FeLip9', 'PET', 2, 27, 20, 93)",-7168.44,-22.3654,0.748063
"('FeLip9', 'PET', 2, 27, 21, 96)",-7171.6,-26.5162,0.73806
"('FeLip9', 'PET', 2, 28, 0, 0)",-7148.12,-36.6372,0.585684
"('FeLip9', 'PET', 2, 28, 1, 3)",-7151.5,-15.1406,0.797884
"('FeLip9', 'PET', 2, 28, 2, 4)",-7155.18,-15.2719,0.785615
"('FeLip9', 'PET', 2, 28, 3, 6)",-7143.75,-6.4254,0.811536
"('FeLip9', 'PET', 2, 28, 4, 7)",-7148.62,-8.02552,0.699359
"('FeLip9', 'PET', 2, 28, 5, 8)",-7153.72,-11.1457,0.728329
"('FeLip9', 'PET', 2, 28, 6, 9)",-7160.0,-16.1482,0.609673
"('FeLip9', 'PET', 2, 28, 7, 10)",-7161.58,-18.174,0.612584
"('FeLip9', 'PET', 2, 28, 8, 11)",-7161.42,-16.477,0.596628
"('FeLip9', 'PET', 2, 28, 9, 13)",-7161.47,-19.0529,0.604817
"('FeLip9', 'PET', 2, 28, 10, 19)",-7160.61,-19.8002,0.607509
"('FeLip9', 'PET', 2, 28, 11, 20)",-7168.22,-23.0936,0.680187
"('FeLip9', 'PET', 2, 28, 12, 33)",-7167.44,-22.0818,0.685956
"('FeLip9', 'PET', 2, 28, 13, 53)",-7165.92,-21.6348,0.699045
"('FeLip9', 'PET', 2, 28, 14, 58)",-7163.05,-20.3311,0.671016
"('FeLip9', 'PET', 2, 28, 15, 68)",-7162.67,-22.4902,0.656432
"('FeLip9', 'PET', 2, 28, 16, 71)",-7162.39,-22.8862,0.652862
"('FeLip9', 'PET', 2, 28, 17, 75)",-7154.07,-11.5392,0.684759
"('FeLip9', 'PET', 2, 28, 18, 76)",-7154.56,-12.0367,0.660027
"('FeLip9', 'PET', 2, 28, 19, 77)",-7151.69,-9.55679,0.693669
"('FeLip9', 'PET', 2, 28, 20, 78)",-7151.7,-8.58817,0.817673
"('FeLip9', 'PET', 2, 28, 21, 79)",-7160.42,-15.0873,0.670496
"('FeLip9', 'PET', 2, 28, 22, 80)",-7161.79,-16.927,0.658882
"('FeLip9', 'PET', 2, 28, 23, 82)",-7163.28,-17.2915,0.634873
"('FeLip9', 'PET', 2, 28, 24, 84)",-7163.57,-17.5432,0.633618
"('FeLip9', 'PET', 2, 28, 25, 88)",-7162.49,-16.6347,0.634805
"('FeLip9', 'PET', 2, 28, 26, 90)",-7159.19,-14.8704,0.64277
"('FeLip9', 'PET', 2, 28, 27, 91)",-7159.15,-13.5371,0.630854
"('FeLip9', 'PET', 2, 28, 28, 92)",-7163.83,-20.6237,0.57594
"('FeLip9', 'PET', 2, 28, 29, 100)",-7161.85,-17.5383,0.584681
"('FeLip9', 'PET', 2, 29, 0, 0)",-7150.47,-42.1383,0.553444
"('FeLip9', 'PET', 2, 29, 1, 1)",-7158.45,-33.5027,0.616458
"('FeLip9', 'PET', 2, 29, 2, 9)",-7159.69,-25.0814,0.709187
"('FeLip9', 'PET', 2, 29, 3, 25)",-7157.78,-14.92,0.799865
"('FeLip9', 'PET', 2, 29, 4, 26)",-7157.61,-16.6965,0.728683
"('FeLip9', 'PET', 2, 29, 5, 27)",-7165.87,-25.9541,0.665199
"('FeLip9', 'PET', 2, 29, 6, 38)",-7167.8,-25.1403,0.696911
"('FeLip9', 'PET', 2, 29, 7, 44)",-7163.5,-17.497,0.725719
"('FeLip9', 'PET', 2, 29, 8, 45)",-7168.18,-18.1975,0.728286
"('FeLip9', 'PET', 2, 29, 9, 46)",-7169.65,-21.3691,0.692204
"('FeLip9', 'PET', 2, 29, 10, 50)",-7172.51,-28.9324,0.635929
"('FeLip9', 'PET', 2, 29, 11, 52)",-7165.61,-24.6998,0.655456
"('FeLip9', 'PET', 2, 29, 12, 53)",-7171.33,-27.4712,0.634166
"('FeLip9', 'PET', 2, 29, 13, 64)",-7170.58,-27.6103,0.634922
"('FeLip9', 'PET', 2, 29, 14, 66)",-7164.87,-21.9974,0.670859
"('FeLip9', 'PET', 2, 29, 15, 68)",-7165.91,-22.6118,0.661761
"('FeLip9', 'PET', 2, 29, 16, 69)",-7167.45,-25.291,0.643146
"('FeLip9', 'PET', 2, 29, 17, 72)",-7165.13,-20.8321,0.68918
"('FeLip9', 'PET', 2, 29, 18, 74)",-7172.82,-29.7307,0.618223
"('FeLip9', 'PET', 2, 29, 19, 82)",-7173.48,-30.9489,0.614547
"('FeLip9', 'PET', 2, 29, 20, 94)",-7172.54,-29.8436,0.618058
"('FeLip9', 'PET', 2, 30, 0, 0)",-7151.32,-41.0359,0.499471
"('FeLip9', 'PET', 2, 30, 1, 1)",-7153.89,-14.4282,0.837038
"('FeLip9', 'PET', 2, 30, 2, 2)",-7160.23,-15.9298,0.698664
"('FeLip9', 'PET', 2, 30, 3, 5)",-7164.52,-19.1488,0.627738
"('FeLip9', 'PET', 2, 30, 4, 8)",-7165.32,-20.2655,0.638812
"('FeLip9', 'PET', 2, 30, 5, 11)",-7165.54,-23.5502,0.721843
"('FeLip9', 'PET', 2, 30, 6, 22)",-7166.28,-22.994,0.687217
"('FeLip9', 'PET', 2, 30, 7, 25)",-7168.18,-30.1825,0.726029
"('FeLip9', 'PET', 2, 30, 8, 41)",-7164.85,-25.0069,0.756907
"('FeLip9', 'PET', 2, 30, 9, 42)",-7164.95,-26.6235,0.737416
"('FeLip9', 'PET', 2, 30, 10, 65)",-7156.24,-16.5819,0.852573
"('FeLip9', 'PET', 2, 30, 11, 68)",-7158.98,-19.9673,0.772117
"('FeLip9', 'PET', 2, 30, 12, 69)",-7159.34,-24.0597,0.758361
"('FeLip9', 'PET', 2, 30, 13, 72)",-7159.59,-19.324,0.688629
"('FeLip9', 'PET', 2, 30, 14, 75)",-7165.56,-27.0133,0.628226
"('FeLip9', 'PET', 2, 30, 15, 76)",-7171.01,-29.9369,0.620747
"('FeLip9', 'PET', 2, 31, 0, 0)",-7144.99,-30.1938,0.607457
"('FeLip9', 'PET', 2, 31, 1, 3)",-7157.4,-20.4357,0.720634
"('FeLip9', 'PET', 2, 31, 2, 6)",-7151.56,-10.4972,0.737286
"('FeLip9', 'PET', 2, 31, 3, 7)",-7151.85,-8.53908,0.714476
"('FeLip9', 'PET', 2, 31, 4, 8)",-7158.71,-16.5312,0.671203
"('FeLip9', 'PET', 2, 31, 5, 11)",-7161.17,-18.533,0.640181
"('FeLip9', 'PET', 2, 31, 6, 13)",-7168.04,-21.5196,0.602058
"('FeLip9', 'PET', 2, 31, 7, 41)",-7166.11,-22.6537,0.572946
